Expand A,Expand S,NTT S,A * s1,INTT t1,Power2Round,tr,,,,,Compute mu,Compute rho'',Expand A,ExpandMask,A * y,Highbits w1,c tilde,c,"c * s1, c*s2",ct0,Make Hint,"NTT s1, s2, t0",NTT y,INVNTT A * y,NTT c,"INTT c * s1, c*s2",INTT ct0,,,,,tr,mu,c(sample),Expand A,A * z,c * t1,Use Hint,c tilde,NTT z,NTT c,NTT t1,INTT w1
81304.898,14774.241,15850.344,10328.135,17477.48,4705.819,7290.192,,,,,1057.993,1567.932,81377.842,19252.231,12125.516,4700.884,6217.152,1066.123,4769.194,2381.818,2977.961,47580.151,15837.298,17422.421,3959.943,34901.158,17471.403,,,,,7295.967,1051.568,1069.071,81342.76,10338.975,2386.78,4926.544,6225.153,15840.556,3960.669,15840.403,17452.531
